date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:01:48	14294/14294	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2027%20Jul%202022%2018:44:52%20GMT	https://gumascargo.com/assets/js/main.js	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/js/main.js	(from https://gumascargo.com/)
12:01:49	1766544/1766544	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20Jul%202022%2018:52:24%20GMT	https://gumascargo.com/assets/js/vendor.js	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/js/vendor.js	(from https://gumascargo.com/)
12:01:50	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jun%202024%2009:01:50%20GMT	https://gumascargo.com/assets/fonts/slick.eot	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/fonts/slick.eot	(from https://gumascargo.com/assets/css/vendor.css)
12:01:50	594047/594047	---MCZ	200	added ('OK')	application/javascript	etag:W/%226661ebfb-9107f%22	https://widget.tochat.be/bundle.js?key=3a362a02-781e-4f86-9a19-94149ff53a6c	C:/My%20Web%20Sites/fijass/widget.tochat.be/bundle7255.js	(from https://gumascargo.com/)
12:01:50	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jun%202024%2009:01:50%20GMT	https://gumascargo.com/assets/fonts/slick.eot?	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/fonts/slickd41d.eot	(from https://gumascargo.com/assets/css/vendor.css)
12:01:51	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jun%202024%2009:01:50%20GMT	https://gumascargo.com/assets/fonts/slick.svg	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/fonts/slick.svg	(from https://gumascargo.com/assets/css/vendor.css)
12:01:51	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jun%202024%2009:01:51%20GMT	https://gumascargo.com/assets/css/owl.video.play.png	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/css/owl.video.play.png	(from https://gumascargo.com/assets/css/vendor.css)
12:01:51	112916/112916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20Feb%202021%2007:46:30%20GMT	https://gumascargo.com/assets/fonts/line-awesome.eot?v=1.1.	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/fonts/line-awesomeeb4f.eot	(from https://gumascargo.com/assets/css/vendor.css)
12:01:52	45108/45108	---M--	200	added ('OK')	font/woff2	date:Sat,%2013%20Feb%202021%2007:46:30%20GMT	https://gumascargo.com/assets/fonts/line-awesome.woff2?v=1.1.	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/fonts/line-awesomeeb4f.woff2	(from https://gumascargo.com/assets/css/vendor.css)
12:01:52	112916/112916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20Feb%202021%2007:46:30%20GMT	https://gumascargo.com/assets/fonts/line-awesome.eot??v=1.1.	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/fonts/line-awesome0176.eot	(from https://gumascargo.com/assets/css/vendor.css)
12:01:53	57436/57436	---M--	200	added ('OK')	font/woff	date:Sat,%2013%20Feb%202021%2007:46:30%20GMT	https://gumascargo.com/assets/fonts/line-awesome.woff?v=1.1.	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/fonts/line-awesomeeb4f.woff	(from https://gumascargo.com/assets/css/vendor.css)
12:01:53	112728/112728	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2013%20Feb%202021%2007:46:30%20GMT	https://gumascargo.com/assets/fonts/line-awesome.ttf?v=1.1.	C:/My%20Web%20Sites/fijass/gumascargo.com/assets/fonts/line-awesomeeb4f.ttf	(from https://gumascargo.com/assets/css/vendor.css)
